FoutCode;Veroorzaker;Toelichting;XSD-Klasse;Attribuut;tagNaam;Controleregel;Foutmelding;Verklaring;Request for Change;Oplossing
"GG133";"K";"";"";"";"";"Gebruikersvoorwaarden niet ondertekend, betreft een zwevend protocol";"Gebruikersvoorwaarden niet ondertekend, betreft een zwevend protocol";"";"";"Gebruikersvoorwaarden niet ondertekend, betreft een zwevend protocol"
"GG134";"K";"";"";"";"";"Fout in de doorhaling. Thans staat niet correct in de PDF";"Fout in de doorhaling. Thans staat niet correct in de PDF";"";"DHY oud";"Fout in de doorhaling. Thans staat niet correct in de PDF"
"080A";"K";"";"";"";"";"Rubriek niet toegestaan bij gezamenlijke woonlocatie.";"Rubriek niet toegestaan bij gezamenlijke woonlocatie.";"Rubriek niet toegestaan bij gezamenlijke woonlocatie.";"";"IMKAD_WoonlocatiePersoon 080a|Rubriek niet toegestaan bij gezamenlijke woonlocatie."
"030B";"N";"";"Gevolmachtigde moet aanwezig zijn bij de verkrijger.";"";"";"Geslachtsnaam van de gevolmachtigde moet ingevuld zijn.";"Gevolmachtigde moet aanwezig zijn bij de verkrijger.";"Gevolmachtigde moet aanwezig zijn bij de verkrijger.";"";"Gevolmachtigde moet aanwezig zijn bij de verkrijger."
"064";"K";"";"";"";"";"Burgerlijke staat moet ingevuld zijn, tenzij bestuurder die niet in priv� optreedt of partner.";"Burgerlijke staat moet ingevuld zijn, tenzij bestuurder die niet in priv� optreedt of partner.";"Burgerlijke staat moet ingevuld zijn, tenzij bestuurder die niet in priv� optreedt of partner.";"";"Partij , GBA_Ingezetene 064|Burgerlijke staat moet ingevuld zijn, tenzij bestuurder die niet in privé optreedt of partner."
"051B";"S";"";"";"";"";"Een NNP moet altijd vertegenwoordigd zijn door een NP of een gevolmachtigde.";"Een NNP moet altijd vertegenwoordigd zijn door een NP of een gevolmachtigde.";"Een NNP moet altijd vertegenwoordigd zijn door een NP of een gevolmachtigde.";"";"Een NNP moet altijd vertegenwoordigd zijn door een NP of een gevolmachtigde."
"080";"K";"";"";"";"";"Rubriek niet toegestaan bij gezamenlijke woonlocatie.";"Rubriek niet toegestaan bij gezamenlijke woonlocatie.";"Rubriek niet toegestaan bij gezamenlijke woonlocatie.";"";"Rubriek niet toegestaan bij gezamenlijke woonlocatie."
"GG135";"S";"";"";"";"";"Westland utrecht bank xml-pdf verschil";"Westland Utrecht Bank xml-pdf verschil";"";"";"Westland utrecht bank xml-pdf verschil"
"GG136";"N";"";"";"";"";"XML-PDF komen niet overeen";"XML-PDF komen niet overeen";"";"";"XML-PDF komen niet overeen"
"GG137";"K";"";"";"";"";"Tekens zichtbaar in de PDF, deze komen niet voor in het XML bestand";"Tekens zichtbaar in de PDF, deze komen niet voor in het XML bestand";"";"";"Tekens zichtbaar in de PDF, deze komen niet voor in het XML bestand"
"PB001";"K";"";"";"";"";"Stukken lopen vast vanwege diakrieten";"Stukken lopen vast vanwege diakrieten";"";"";"Stukken lopen vast vanwege diakrieten"
"PB002";"K";"";"";"";"";"Depotnummer fout";"Depotnummer fout";"";"";"Depotnummer fout"
"GG138";"K";"";"";"";"";"PB stuk";"PB stuk";"";"";"PB Stuk"
"hyp_mon_031";"";"";"IMKAD_AangebodenStuk/Partij";"tekstKeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Partij} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_mon_032";"";"";"IMKAD_AangebodenStuk/Partij";"IndRegistergoedBewonen";"";"Mag niet aanwezig / ingevuld zijn";"{Partij} {vlgnr} {IndRegistergoedBewonen} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"aav_e_029";"W";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon";"toekomstigAdres";"";"Mag niet aanwezig / ingevuld zijn, als de persoon behoort tot de partij met  indicatie voornemens registergoed te bewonen  =  true";"{Persoon} {vlgnr} {toekomstigAdres} {2800} {Waarschuwing} - Rubriek niet toegestaan ingeval van partij die voornemens is het registergoed te gaan bewonen";"";"";""
"GG026";"S";"";"";"";"";"Onbekend";"De schuldenaar verschil XML-PDF. Het woord "de" ontbreekt in de zin "...hierna te noemen: de  schuldenaar ."";"";"";"De schuldenaar verschil XML-PDF. Het woord "de" ontbreekt in de zin "...hierna te noemen: de  schuldenaar .""
"notv_052";"";"";"IMKAD_ZakelijkRecht/IMKAD_Leidingnetwerk";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Leidingnetwerk} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_002";"";"";"IMKAD_AangebodenStuk";"tia_TekstKeuze";"";"Alleen de volgende waarden zijn toegestaan: k_VerklaringWvg, k_TitelLeveringOZ, k_Samenvatting, k_Dagaanduiding, k_VestigingNotaris";"{AangebodenStuk} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"";"";""
"hyp_flo_034";"W";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens";"naamKantoor";"";"Mag niet aanwezig / ingevuld zijn";"{Gevolmachtigde} {vlgnr} {naamKantoor} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_aab_057";"";"";"IMKAD_Persoon/tia_Gegevens/NHR_Rechtspersoon";"tia_PlaatsKvK";"";"Mag niet aanwezig / ingevuld zijn";"{Rechtspersoon} {vlgnr} {tia_PlaatsKvK} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"GG126";"N";"";"";"";"";"Mr. staat dubbel in de PDF voor de naam van de notaris";"Mr. staat dubbel in de PDF voor de naam van de notaris";"";"";"Mr. staat dubbel in de PDF voor de naam van de notaris"
"GG127";"K";"";"";"";"";"XML-PDF verschil. Komma is zichtbaar in de PDF en niet in het XML bestand";"XML-PDF verschil. Komma is zichtbaar in de PDF en niet in het XML bestand";"";"";"XML-PDF verschil. Komma is zichtbaar in de PDF en niet in het XML bestand"
"GG128";"K";"";"";"";"";"XML-PDF verschil. Komma is zichtbaar in de PDF en niet in het XML bestand";"XML-PDF verschil. Komma is zichtbaar in de PDF en niet in het XML bestand";"";"";"XML-PDF verschil. Komma is zichtbaar in de PDF en niet in het XML bestand"
"notv_043";"";"";"IMKAD_ZakelijkRecht";"tia_Aantal_BP_Rechten";"";"Mag alleen ingevuld zijn als aardVerkregen =  EIGENDOM BELAST MET ZAKELIJK RECHT ALS BEDOELD IN ART.5,LID 3,ONDER B, VAN DE BELEMMERINGENWET PRIVAATRECHT";"{ZakelijkRecht} {vlgnr} {AantalBPRechten} {2800} {Waarschuwing} - Aantal BP-rechten niet toegestaan bij gekozen aard zakelijk recht";"";"";""
"notv_045";"";"";"IMKAD_ZakelijkRecht";"rechthebbende";"";"Mag niet aanwezig / ingevuld zijn";"{ZakelijkRecht} {vlgnr} {rechthebbende} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_wlu_051";"";"";"IMKAD_ZakelijkRecht";"tia_BreukdeelOnverdeeld
Aandeel";"";"Mag niet aanwezig / ingevuld zijn";"{ZakelijkRecht} {vlgnr} {BreukdeelOnverdeeldAandeel} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_wlu_052";"";"";"IMKAD_ZakelijkRecht";"rechthebbende";"";"Mag niet aanwezig / ingevuld zijn";"{ZakelijkRecht} {vlgnr} {rechthebbende} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"GG273";"K";"";"";"";"";"Er is een spatie zichtbaar die er niet moet zijn";"Er is een spatie zichtbaar die er niet moet zijn";"Er is een spatie zichtbaar die er niet moet zijn";"";"Er is een spatie zichtbaar die er niet moet zijn"
"090A";"N";"";"";"";"";"Land van buitenlands adres moet ingevuld zijn.";"Land van buitenlands adres moet ingevuld zijn.";"Land van buitenlands adres moet ingevuld zijn.";"";"Land van buitenlands adres moet ingevuld zijn."
"dhy_047";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/IMKAD_PostlocatiePersoon";"tia_label";"";"Mag niet aanwezig / ingevuld zijn";"{PostlocatiePersoon} {vlgnr} {afdeling} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"j";"";""
"aav_e_086";"W";"";"StukdeelKoop";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKoop} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"aav_e_057";"";"";"IMKAD_AangebodenStuk/StukdeelVerdelingPartnerschap";"datumOntbinding";"";"Moet ingevuld zijn";"{VerdelingPartnerschap} {vlgnr} {datumOntbinding} {2800} {Fout} - Rubriek verplicht voor dit modeldocument";"";"";""
"lev_nn_136";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon/IMKAD_Persoon";"IMKAD_PostlocatiePersoon";"";"Bij een NP mag geen postadres aanwezig zijn";"{Persoon} {vlgnr} {postadres} {2800} {Fout} - Postadres niet toegestaan bij een NP";"Consequentie voor opmaak:
Postadres wordt indien in XML aanwezig in de akte getoond.";"";""
"lev_035";"";"";"StukdeelKoopoptie";"tia_Volgnummer";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKoopoptie} {vlgnr} {Volgnummer} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_102b";"";"";"StukdeelVerdelingHuwelijk";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingHuwelijk} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_027";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder/verklaarder";"tia_AdellijkeTitel2";"";"Mag niet aanwezig / ingevuld zijn";"{verklaarder} {vlgnr} {AdellijkeTitel2} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_028";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder/verklaarder";"tia_Titel2";"";"Mag niet aanwezig / ingevuld zijn";"{verklaarder} {vlgnr} {Titel2} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"GG225";"S";"";"";"";"";"Gevolmachtigde tekst in PDF komt niet overeen met modeltekst";"Gevolmachtigde tekst in PDF komt niet overeen met modeltekst";"";"";"Gevolmachtigde tekst in PDF komt niet overeen met modeltekst"
"hyp_mon_007c";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder";"aard";"";"Mag niet aanwezig / ingevuld";"{Verklaarder} {vlgnr} {Aard} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_rab_043f";"K";"";"IMKAD_Perceel";"tia_Tekstkeuze";"";"Indien k_Mandeligheid gevuld is, dan moet ook een perceel aanwezig zijn waarbij k_Mandeligheid niet gevuld is";"{Perceel} {vlgnr} {Mandeligheid} {2800} {Fout} - Mandelig perceel mag niet zonder hoofdperceel voorkomen.";"Consequentie voor registratie:
Mandelig perceel wordt zonder hoofdperceel geregistreerd.";"";"Mandelig perceel mag niet zonder hoofdperceel voorkomen."
"085B";"K";"";"";"";"";"Huisnummer van binnenlands adres moet ingevuld zijn.";"Huisnummer van binnenlands adres moet ingevuld zijn.";"Huisnummer van binnenlands adres moet ingevuld zijn.";"";"Huisnummer van binnenlands adres moet ingevuld zijn."
"GG301";"N";"";"";"";"";"Geen XML bestand aanwezig.";"Geen XML bestand aanwezig.";"Geen XML bestand aanwezig.";"";"Als reguliere akte ingeschreven."
"GG299";"K";"";"";"";"";"XML node niet compleet";"XML node niet compleet";"XML node niet compleet";"";"XML node niet compleet"
"GG298";"K";"";"";"";"";"KWA stukken interne meldingen";"KWA stukken interne meldingen";"KWA stukken interne meldingen";"";"KWA stukken interne meldingen"
"KWA1";"K";"";"Akte bevat geen fouten";"";"";"Akte bevat geen fouten";"Akte bevat geen fouten";"Akte bevat geen fouten";"";"Akte bevat geen fouten"
"GG297";"N";"";"";"";"";"Woonplaatskeuze staat in het het 2e deel, deze dient geplaatst te worden in het 1e deel.";"Woonplaatskeuze staat in het het 2e deel, deze dient geplaatst te worden in het 1e deel.";"Woonplaatskeuze staat in het het 2e deel, deze dient geplaatst te worden in het 1e deel.";"";"Woonplaatskeuze staat in het het 2e deel, deze dient geplaatst te worden in het 1e deel."
"079";"S";"";"";"";"";"Bevoegdheid moet ingevuld zijn indien de persoon gevolmachtigde is.";"Bevoegdheid moet ingevuld zijn indien de persoon gevolmachtigde is.";"Bevoegdheid moet ingevuld zijn indien de persoon gevolmachtigde is.";"";"Bevoegdheid moet ingevuld zijn indien de persoon gevolmachtigde is."
"GG271";"S";"";"";"";"";"Einde kadasterdeel ontbreekt in de PDF";"Einde kadasterdeel ontbreekt in de PDF";"Einde kadasterdeel ontbreekt in de PDF";"";"Einde kadasterdeel ontbreekt in de PDF"
"HYP_FLO_045C";"S";"";"";"";"";"Rubriek verplicht indien aanduiding partij  bank .";"Rubriek verplicht indien aanduiding partij  bank .";"Rubriek verplicht indien aanduiding partij  bank .";"";"Rubriek verplicht indien aanduiding partij  bank ."
"GG272";"K";"";"";"";"";"Minteken wordt niet herkend";"Minteken wordt niet herkend";"Minteken wordt niet herkend";"";"Minteken wordt niet herkend"
"PRD1";"N";"";"";"";"";"Dit betreft een notaris fout";"Dit betreft een notaris fout";"Dit betreft een notaris fout";"";"Dit betreft een notaris fout"
"GG275";"K";"";"";"";"";"Toegevoegd notaris niet mogelijk met KIK";"Toegevoegd notaris niet mogelijk met KIK";"Toegevoegd notaris niet mogelijk met KIK";"";"Toegevoegd notaris niet mogelijk met KIK"
"023A";"N";"";"";"";"";"";"Voornaam van de ondertekenaar bevat ongeldig teken of is te kort.";"Voornaam van de ondertekenaar bevat ongeldig teken of is te kort.";"";"Voornaam van de ondertekenaar bevat ongeldig teken of is te kort."
"GG302";"S";"";"";"";"";"Waarde  M  niet valide in veld [Man, Vrouw]";"Waarde  M  niet valide in veld [Man, Vrouw]";"";"";"Waarde  M  niet valide in veld [Man, Vrouw]"
"1623A";"N";"";"";"";"";"Waarde gemeente onacceptabel voor waardelijsten.";"Waarde gemeente onacceptabel voor waardelijsten.";"";"";"Waarde gemeente onacceptabel voor waardelijsten."
"091C";"K";"";"";"";"";"Rubriek niet toegestaan ingeval van partij die voornemens is het registergoed te gaan bewonen.";"Rubriek niet toegestaan ingeval van partij die voornemens is het registergoed te gaan bewonen.";"";"";"Rubriek niet toegestaan ingeval van partij die voornemens is het registergoed te gaan bewonen."
"aav_e_018";"W";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"IndGezamenlijkeToekomstigeWoonlocatie";"";"Mag niet aanwezig / ingevuld zijn bij een GerelateerdPersoon met rol =  bestuurder";"{GerelateerdPersoon} {vlgnr} {IndGezamenlijkeToekomstigeWoonlocatie} {2800} {Waarschuwing} - Rubriek niet toegestaan bij bestuurder";"Consequentie voor opmaak:
Tekst ( mondeling  of  schriftelijk ) wordt niet vermeld in de akte.";"";""
"lev_nn_135";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon/IMKAD_Persoon";"IMKAD_WoonlocatiePersoon";"";"Mag niet aanwezig / ingevuld zijn, als IndGezamenlijkeToekomstigeWoonlocatie uit GerelateerdPersoon =  true  (adres is dan al bij 1e persoon vermeld)";"{Gerelateerde Persoon} {vlgnr} {WoonLocatie} {2800} {Waarschuwing} - Rubriek niet toegestaan bij gezamenlijke woonlocatie";"";"";""
"aav_e_003";"W";"";"IMKAD_Aangeboden stuk";"tia_WoonplaatsKeuze";"";"Mag niet aanwezig / ingevuld zijn";"{AangebodenStuk} {vlgnr} {WoonplaatsKeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_par_009";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder";"verklaringBestuursorgaan";"";"Mag niet aanwezig / ingevuld zijn";"{Verklaarder} {vlgnr} {VerklaringBestuursorgaan} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_029";"";"";"IMKAD_Perceel";"tia_aantalTekeningen";"";"Mag niet aanwezig / ingevuld zijn";"{Perceel} {vlgnr} {aantalTekeningen} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_064";"";"";"IMKAD_WoonlocatiePersoon";"adres";"";"Mag 2 keer voorkomen indien het ene geval een binnenlandsAdres en het andere een kadBinnenlandsAdres betreft.";"{WoonlocatiePersoon} {vlgnr} {adres} {2800} {Fout} - Niet toegestane combinatie van adressen";"Consequentie voor MID:
Onjuiste adresgegevens worden getoond.
Consequentie voor opmaak:
Adresgegevens worden onjuist in de akte getoond.";"";""
"wkp_003";"";"";"IMKAD_Aangeboden stuk";"tia_TijdOndertekening";"";"Mag niet aanwezig / ingevuld zijn";"{AangebodenStuk} {vlgnr} {TijdOndertekening} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"notv_035b";"";"";"StukdeelMandeligheid";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelMandeligheid} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"notv_036a";"";"";"StukdeelVerdelingVennootschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingVennootschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"notv_036b";"";"";"StukdeelVerdelingHuwelijk";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingHuwelijk} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"notv_036c";"";"";"StukdeelVerdelingPartnerschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingPartnerschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_059b";"";"";"IMKAD_Persoon/tia_Gegevens/GBA_Ingezetene";"geslacht";"";"Moet ingevuld zijn";"{Ingezetene} {vlgnr} {Geslacht} {2800} {Fout} - Rubriek verplicht voor dit modeldocument";"Consequentie voor opmaak:
Tekst ( de heer  of  mevrouw ) wordt niet vermeld in de akte.
Consequentie voor registratie:
Geslacht is verplicht bij NP.";"";""
"hyp_ing_060";"";"";"IMKAD_Persoon/tia_Gegevens/IMKAD_NietIngezetene";"tia_Tekstkeuze";"";"Alleen de volgende waarde is toegestaan:  k_Professor";"{Niet-Ingezetene} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_061";"";"";"IMKAD_Persoon/tia_Gegevens/IMKAD_NietIngezetene";"geslacht";"";"Moet ingevuld zijn";"{NietIngezetene} {vlgnr} {Geslacht} {2800} {Fout} - Rubriek verplicht voor dit modeldocument";"Consequentie voor opmaak:
Tekst ( de heer  of  mevrouw ) wordt niet vermeld in de akte.
Consequentie voor registratie:
Geslacht is verplicht bij NP.";"";""
"hyp_ing_062";"";"";"IMKAD_Persoon/tia_Gegevens/NHR_Rechtspersoon";"tia_LandStatutaireZetel";"";"Mag niet aanwezig / ingevuld zijn in combinatie met IMKAD_Persoon/tia_TekstKeuze/tagNaam (‘k_Kantoorhoudende’)/tekst(‘en aldaar kantoorhoudende aan’)";"{Rechtspersoon} {vlgnr} {LandStatutaireZetel} {2800} {Fout} - Rubriek niet toegestaan bij keuzetekst  aldaar kantoorhoudende";"Consequentie voor opmaak:
Adres (buitenlands) achter  en aldaar kantoorhoudende aan  ontbreekt.";"";""
"hyp_par_076";"";"";"IMKAD_Persoon/tia_Gegevens/NHR_Rechtspersoon";"tia_StatutaireZetel";"";"Indien IMKAD_Persoon/tia_TekstKeuze/tagNaam (‘k_Kantoorhoudende’)/tekst(‘en aldaar kantoorhoudende aan’), dan moet tia_StatutaireZetel gelijk zijn aan IMKAD_Persoon//IMKAD_WoonlocatiePersoon/adres/binnenlandsAdres/woonplaatsNaam";"{Rechtspersoon} {vlgnr} {StatutaireZetel} {2800} {Fout} - Rubriek moet gelijk zijn aan woonplaatsnaam bij keuzetekst  aldaar kantoorhoudende";"Consequenties voor opmaak:
Tekst in akte klopt niet; zetel en woonplaats verschillen.";"";""
"hyp_rab_017d";"";"";"StukdeelHypotheek";"aanduidingHypotheek";"";"Alleen de volgende waarde is toegestaan:   overbruggingshypotheek";"{StukdeelHypotheek} {vlgnr} {aanduidingHypotheek} {2800} {Fout} - Waarde    niet toegestaan";"Consequentie voor opmaak:
De overbruggingshypotheek wordt niet getoond
Consequentie voor registratie:
De overbruggingshypotheek wordt als apart stukdeel geregistreerd";"";""
"wkp_022c";"";"";"StukdeelMandeligheid";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelMandeligheid} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_022d";"";"";"StukdeelVerdelingVennootschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingVennootschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_022e";"";"";"StukdeelVerdelingHuwelijk";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingHuwelijk} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_022f";"";"";"StukdeelVerdelingPartnerschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingPartnerschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_022g";"";"";"StukdeelVerdelingGemeenschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingGemeenschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"dhy_057b";"";"";"IMKAD_Persoon/tia_Gegevens/GBA_Ingezetene";"tia_TekstKeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Ingezetene} {vlgnr} {TekstKeuze} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"dhy_057c";"";"";"IMKAD_Persoon/tia_Gegevens/IMKAD_NietIngezetene";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Niet-Ingezetene} {vlgnr} {TekstKeuze} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_par_040b";"";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens/adresPersoon";"kadBinnenlandsAdres";"";"Mag alleen aanwezig zijn indien er een 2e voorkomen van adresPersoon aanwezig is.";"{Gevolmachtigde} {vlgnr} {kadBinnenlandsAdres} {2800} {Fout} - Rubriek niet toegestaan indien binnenlandsAdres niet aanwezig is";"Consequentie voor opmaak:
De BAG gegevens worden niet getoond.
Consequentie voor MID:
Het type adres kan niet worden bepaald.";"";""
"lev_nn_166";"";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens/persoonGegevens";"tia_Titel2";"";"Mag niet aanwezig / ingevuld zijn";"{Gevolmachtigde} {vlgnr} {Titel2} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_053b";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"bevoegdheid";"";"Moet ingevuld zijn bij een GerelateerdPersoon met rol =  gevolmachtigde  en  gevolmachtigd partner";"{GerelateerdPersoon} {vlgnr} {Bevoegdheid} {2800} {Fout} - Bevoegdheid moet ingevuld zijn indien de persoon gevolmachtigde is";"Consequentie voor opmaak:
Tekst ( mondeling  of  schriftelijk ) wordt niet vermeld in de akte.";"";""
"hyp_rab_023";"";"";"StukdeelKwalitatieve
Verplichting";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKwalitatieve verplichting} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_053a";"";"";"StukdeelVerdelingVennootschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingVennootschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_053b";"";"";"StukdeelVerdelingHuwelijk";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingHuwelijk} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_012";"";"";"StukdeelDoorhalingPR_Beperking";"tia_Volgnummer";"";"Mag niet aanwezig / ingevuld zijn";"{Stukdeel} {vlgnr} {Volgnummer} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_013";"";"";"StukdeelKoop";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKoop} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_014";"";"";"StukdeelKoopoptie";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKoopoptie} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_015";"";"";"StukdeelLevering";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelLevering} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_016";"";"";"StukdeelRangwisseling";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelRangwisseling} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_017";"";"";"StukdeelErfdienstbaarheid";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelErfdienstbaarheid} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_018";"";"";"StukdeelKwalitatieve
Verplichting";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKwalitatieve verplichting} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"wkp_019";"";"";"StukdeelHypotheek";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelHypotheek} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_wlu_064";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon";"IMKAD_PostlocatiePersoon";"";"Bij een NP mag geen postadres aanwezig zijn";"{Persoon} {vlgnr} {postadres} {2800} {Fout} - Postadres niet toegestaan bij een NP";"Consequentie voor opmaak:
Postadres wordt indien in XML aanwezig in de akte getoond.
Consequentie voor registratie:
Postadres wordt indien in XML aanwezig ook geregistreerd.";"";""
"hyp_wlu_065";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:   k_BurgerlijkeStaatTekst, k_BurgerlijkeStaatTekstPartners, k_Kantoorhoudende, k_KantoorhoudendeLidwoord, k_KvK, k_Statutair, k_VennootMaat, k_VoorZich, k_RolVennootMaat";"{Persoon} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"";"";""
